Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;72;2500.0;2500.0;560.0;77.22;Apartamento
Apartamento;Leblon;2;2;2;223;9500.0;3996.0;10935.0;109.56;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;750.0;370.0;110.0;41.0;Apartamento
Apartamento;Taquara;2;1;0;100;1200.0;200.0;80.0;14.8;Apartamento
Quitinete;Centro;1;0;0;28;780.0;420.0;24.0;43.71;Apartamento
Apartamento;Lins de Vasconcelos;2;1;0;69;1200.0;494.0;117.0;26.25;Apartamento
Apartamento;Barra da Tijuca;4;2;1;189;8000.0;2200.0;650.0;57.41;Apartamento
Loja Shopping/ Ct Comercial;Barra da Tijuca;0;1;0;60;2000.0;1100.0;430.0;58.83;Apartamento
Prédio Inteiro;Tijuca;9;0;0;280;9000.0;;;;Apartamento
Apartamento;Barra da Tijuca;1;1;1;82;2200.0;1405.0;24.0;44.26;Apartamento
Conjunto Comercial/Sala;Centro;0;4;0;978;24000.0;17500.0;3449.0;45.96;Apartamento
Apartamento;Copacabana;3;1;0;80;3100.0;700.0;173.0;49.66;Apartamento
Apartamento;Recreio dos Bandeirantes;2;3;1;100;2200.0;625.0;198.0;30.23;Apartamento
Apartamento;Copacabana;4;1;3;300;5000.0;1500.0;150.0;22.17;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;2100.0;1350.0;140.0;46.03;Apartamento
Apartamento;Jardim Botânico;3;1;1;110;3000.0;1135.0;240.0;39.77;Apartamento
Flat;Ipanema;2;1;1;100;8000.0;4300.0;400.0;127.0;Apartamento
Flat;Copacabana;1;1;1;60;4500.0;;;;Apartamento
Apartamento;Lagoa;3;3;3;227;15000.0;3675.0;980.0;86.59;Apartamento
Apartamento;Tijuca;2;0;0;69;1200.0;530.0;80.0;26.23;Apartamento
Casa de Condomínio;Barra da Tijuca;4;4;0;365;10000.0;1207.0;1197.0;33.98;Apartamento
Apartamento;Recreio dos Bandeirantes;2;2;1;92;2800.0;850.0;;;Apartamento
Apartamento;Tijuca;2;0;0;69;1600.0;200.0;20.0;26.38;Apartamento
Casa;Recreio dos Bandeirantes;3;3;1;300;15000.0;1608.0;312.0;56.4;Casa
Conjunto Comercial/Sala;Centro;0;6;0;603;36180.0;12189.0;3876.0;86.64;Apartamento
Apartamento;Méier;3;0;0;57;1300.0;365.0;16.0;29.49;Apartamento
Conjunto Comercial/Sala;Centro;0;5;0;350;17500.0;3667.0;2108.0;66.5;Apartamento
Apartamento;Barra da Tijuca;4;2;2;500;26000.0;8000.0;;;Apartamento
Quitinete;Botafogo;1;0;0;35;2400.0;500.0;50.0;84.29;Apartamento
Apartamento;Barra da Tijuca;4;0;4;223;8500.0;3100.0;700.0;55.16;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;500;75000.0;16855.0;2695.0;189.1;Apartamento
Quitinete;Copacabana;1;0;0;25;750.0;496.0;29.0;51.0;Apartamento
Apartamento;Lagoa;3;1;1;120;4000.0;1200.0;239.0;45.32;Apartamento
Apartamento;Lagoa;2;1;0;58;2500.0;1472.0;;;Apartamento
Apartamento;Ipanema;2;0;1;82;4000.0;903.0;160.0;61.74;Apartamento
Apartamento;Botafogo;2;1;1;90;3200.0;920.0;130.0;47.22;Apartamento
Apartamento;Flamengo;4;2;1;280;12000.0;1900.0;857.0;52.7;Apartamento
Apartamento;Copacabana;3;1;1;150;4900.0;1907.0;317.0;47.49;Apartamento
Apartamento;Copacabana;1;0;0;33;1700.0;470.0;56.0;67.45;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;32;1100.0;980.0;;;Apartamento
Loja/Salão;Campo Grande;0;0;0;100;13000.0;;;;Apartamento
Apartamento;Ipanema;3;2;1;200;9500.0;3600.0;1500.0;73.0;Apartamento
Apartamento;Leblon;3;1;1;180;9500.0;3000.0;;;Apartamento
Casa;Barra da Tijuca;6;4;4;300;13000.0;800.0;1500.0;51.0;Casa
Casa;Vila Isabel;3;0;0;75;2100.0;;67.0;;Casa
Apartamento;Del Castilho;2;1;1;54;1250.0;420.0;;;Apartamento
Apartamento;Ipanema;2;1;0;70;4000.0;614.0;;;Apartamento
Apartamento;Méier;2;0;0;40;950.0;297.0;14.0;31.52;Apartamento
Apartamento;Quintino Bocaiúva;2;0;0;90;1000.0;500.0;26.0;16.96;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;94;7900.0;2650.0;;;Apartamento
Apartamento;Copacabana;3;1;0;140;3300.0;1760.0;242.0;37.87;Apartamento
Apartamento;Leblon;2;1;0;80;3600.0;930.0;123.0;58.16;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;312;29500.0;6816.0;19654.0;179.39;Apartamento
Conjunto Comercial/Sala;Centro;0;8;0;362;48446.0;7657.0;1800.0;159.95;Apartamento
Apartamento;Laranjeiras;2;0;0;74;2300.0;592.0;100.0;40.43;Apartamento
Casa;Jardim Botânico;4;1;4;387;25000.0;;582.0;;Casa
Apartamento;Copacabana;3;1;0;107;4384.0;1239.0;222.0;54.63;Apartamento
Apartamento;Higienópolis;1;0;0;45;700.0;;25.0;;Apartamento
Casa;Pedra de Guaratiba;2;3;0;100;1200.0;;;;Casa
Flat;Ipanema;2;2;2;90;10000.0;4600.0;350.0;166.11;Apartamento
Apartamento;Copacabana;3;1;0;160;3700.0;1800.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;28;500.0;780.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;36;1400.0;700.0;348.0;68.0;Apartamento
Apartamento;Ipanema;3;1;1;160;7000.0;1871.0;5919.0;92.44;Apartamento
Apartamento;Ipanema;4;2;3;300;23500.0;3500.0;;;Apartamento
Conjunto Comercial/Sala;Vila da Penha;0;1;0;24;900.0;504.0;33.0;59.88;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;315;15750.0;5613.0;1728.0;73.3;Apartamento
Terreno Padrão;Barra da Tijuca;0;0;0;1110;140000.0;;;;Apartamento
Apartamento;Copacabana;3;1;0;105;2500.0;1400.0;220.0;39.24;Apartamento
Loja/Salão;Recreio dos Bandeirantes;0;0;0;142;1500.0;400.0;1500.0;23.94;Apartamento
Apartamento;Tijuca;3;0;0;86;2500.0;561.0;113.0;36.91;Apartamento
Apartamento;Copacabana;4;4;1;260;10000.0;1998.0;450.0;47.88;Apartamento
Apartamento;Barra da Tijuca;5;2;3;570;15000.0;1450.0;800.0;30.26;Apartamento
Apartamento;Campo Grande;2;1;0;55;850.0;;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;289;12000.0;5955.0;1357.0;66.82;Apartamento
Apartamento;Barra da Tijuca;3;0;1;86;1600.0;928.0;251.0;32.31;Apartamento
Apartamento;Flamengo;3;1;1;116;4300.0;1250.0;250.0;50.0;Apartamento
Apartamento;Rio Comprido;3;0;0;86;1600.0;350.0;;;Apartamento
Apartamento;Tijuca;3;1;2;116;2500.0;900.0;220.0;31.21;Apartamento
Apartamento;Pechincha;2;1;1;70;1550.0;500.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;70;1750.0;635.0;13.0;34.26;Apartamento
Apartamento;Ipanema;2;1;0;100;2800.0;815.0;244.0;38.59;Apartamento
Casa;Méier;2;1;0;120;2000.0;;70.0;;Casa
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;24;800.0;400.0;52.0;52.17;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;60;1800.0;565.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1600.0;750.0;112.0;36.75;Apartamento
Apartamento;Copacabana;4;0;1;120;5500.0;1419.0;170.0;59.08;Apartamento
Apartamento;Jacarepaguá;3;1;1;112;2300.0;1876.0;;;Apartamento
Apartamento;Engenho Novo;1;0;1;40;500.0;456.0;36.0;24.8;Apartamento
Prédio Inteiro;Centro;0;0;0;7000;530000.0;;;;Apartamento
Apartamento;Laranjeiras;2;1;1;90;3400.0;1865.0;280.0;61.61;Apartamento
Apartamento;Ipanema;1;1;0;55;4000.0;780.0;120.0;89.09;Apartamento
Apartamento;Barra da Tijuca;1;1;0;63;2200.0;996.0;116.0;52.57;Apartamento
Apartamento;Maracanã;2;1;0;60;1600.0;472.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;140;3000.0;1300.0;300.0;32.86;Apartamento
Apartamento;Ipanema;3;1;1;164;12000.0;1700.0;;;Apartamento
Apartamento;Ipanema;2;2;2;220;18900.0;2300.0;;;Apartamento
Apartamento;Botafogo;2;1;0;45;2200.0;425.0;30.0;59.0;Apartamento
Apartamento;Barra da Tijuca;4;3;2;160;4000.0;2650.0;;;Apartamento
Quitinete;Leblon;0;0;0;30;1800.0;;;;Apartamento
Apartamento;Tijuca;2;0;0;70;1500.0;876.0;97.0;35.33;Apartamento
Conjunto Comercial/Sala;Centro;0;8;0;603;42210.0;12190.0;;;Apartamento
Apartamento;Lagoa;3;4;1;380;25000.0;5000.0;1800.0;83.68;Apartamento
Casa;Vila Valqueire;5;20;0;460;16000.0;;;;Casa
Apartamento;Recreio dos Bandeirantes;2;1;1;74;2300.0;600.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;98;2900.0;1080.0;;;Apartamento
Apartamento;Freguesia (Jacarepaguá);1;1;0;48;1000.0;450.0;;;Apartamento
Apartamento;Jacarepaguá;3;1;1;82;2100.0;735.0;65.0;35.37;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;20;600.0;449.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;67;700.0;1075.0;244.0;30.13;Apartamento
Apartamento;Barra da Tijuca;2;1;1;72;2200.0;1390.0;120.0;51.53;Apartamento
Apartamento;Engenho Novo;2;1;0;66;1200.0;610.0;35.0;27.95;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;70;1500.0;939.0;187.0;37.51;Apartamento
Loja Shopping/ Ct Comercial;Recreio dos Bandeirantes;0;0;0;50;700.0;1427.0;327.0;49.08;Apartamento
Apartamento;Ipanema;3;1;1;145;9000.0;1100.0;3900.0;96.55;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;67;1600.0;750.0;112.0;36.75;Apartamento
Apartamento;Ipanema;2;0;2;80;16000.0;2000.0;3500.0;268.75;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;1;203;3000.0;871.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;80;1700.0;800.0;115.0;32.69;Apartamento
Apartamento;Tijuca;4;3;2;180;5000.0;1900.0;514.0;41.19;Apartamento
Casa;Vila Isabel;2;0;0;45;1400.0;80.0;;;Casa
Conjunto Comercial/Sala;Botafogo;0;3;0;241;16000.0;9383.0;;;Apartamento
Loja/Salão;Campo Grande;0;0;0;13;1500.0;350.0;17.0;143.62;Apartamento
Apartamento;Vila Kosmos;2;1;0;82;1650.0;218.0;;;Apartamento
Apartamento;Leblon;4;2;2;160;7200.0;1800.0;733.0;60.83;Apartamento
Apartamento;Cascadura;2;1;1;60;1300.0;590.0;40.0;32.17;Apartamento
Apartamento;Ipanema;3;1;2;120;5300.0;900.0;100.0;52.5;Apartamento
Apartamento;Ricardo de Albuquerque;1;0;0;25;350.0;;;;Apartamento
Apartamento;Ipanema;3;1;1;160;7800.0;1330.0;493.0;60.14;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;193;10000.0;1250.0;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;100;9000.0;2870.0;;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;65;1200.0;550.0;100.0;28.46;Apartamento
Apartamento;Santa Teresa;2;0;1;65;2500.0;850.0;130.0;53.54;Apartamento
Apartamento;Botafogo;2;1;1;103;5700.0;1400.0;176.0;70.64;Apartamento
Apartamento;Laranjeiras;4;1;1;173;5000.0;1500.0;328.0;39.47;Apartamento
Loja/Salão;Centro;0;0;0;430;50000.0;;3765.0;;Apartamento
Apartamento;Leblon;3;2;1;140;5000.0;1750.0;490.0;51.71;Apartamento
Apartamento;Grajaú;1;0;0;68;1700.0;150.0;25.0;27.57;Apartamento
Apartamento;Barra da Tijuca;2;1;1;74;2300.0;1350.0;;;Apartamento
Apartamento;Lagoa;4;2;1;150;6000.0;1200.0;350.0;50.33;Apartamento
Apartamento;Rio Comprido;3;0;0;86;1800.0;530.0;76.0;27.98;Apartamento
Apartamento;Piedade;2;1;0;55;900.0;;;;Apartamento
Apartamento;Ipanema;3;1;1;114;4500.0;800.0;247.0;48.66;Apartamento
Prédio Inteiro;Botafogo;0;20;0;3100;300000.0;;;;Apartamento
Apartamento;Grajaú;3;0;0;80;1600.0;600.0;240.0;30.5;Apartamento
Casa de Condomínio;Barra da Tijuca;5;4;4;400;7000.0;811.0;;;Apartamento
Apartamento;Ipanema;3;2;2;190;23000.0;2800.0;860.0;140.32;Apartamento
Conjunto Comercial/Sala;Gamboa;0;0;0;2188;140760.0;31999.0;4028.0;80.8;Apartamento
Conjunto Comercial/Sala;Centro;0;1;0;32;1000.0;1100.0;119.0;69.34;Apartamento
Loja/Salão;Centro;0;0;0;7;2500.0;275.0;;;Apartamento
Apartamento;Copacabana;2;0;0;85;3000.0;988.0;106.0;48.16;Apartamento
Quitinete;Copacabana;1;0;1;40;4000.0;400.0;;;Apartamento
Apartamento;Copacabana;4;4;2;150;9800.0;2755.0;746.0;88.67;Apartamento
Apartamento;Jardim Botânico;2;1;1;80;3800.0;900.0;140.0;60.5;Apartamento
Apartamento;Tijuca;2;0;0;74;1200.0;797.0;;;Apartamento
Apartamento;Engenho de Dentro;2;1;0;46;800.0;503.0;135.0;31.26;Apartamento
Casa de Condomínio;São Conrado;4;4;4;640;28000.0;2400.0;1300.0;49.53;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;79;2400.0;944.0;155.0;44.29;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;55;800.0;307.0;14.0;20.38;Apartamento
Apartamento;Copacabana;3;0;0;79;4000.0;1253.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;293;14656.0;6155.0;917.0;74.16;Apartamento
Apartamento;Ipanema;2;1;0;70;4000.0;614.0;150.0;68.06;Apartamento
Casa de Vila;Paquetá;1;0;0;50;1100.0;;7.0;;Apartamento
Apartamento;Flamengo;2;0;0;97;2800.0;770.0;167.0;38.53;Apartamento
Quitinete;Centro;1;0;0;25;780.0;350.0;20.0;46.0;Apartamento
Loja/Salão;Botafogo;0;0;0;95;11900.0;;625.0;;Apartamento
Apartamento;Botafogo;3;1;1;95;4200.0;1110.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;100;2500.0;980.0;190.0;36.7;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;1800.0;600.0;75.0;82.5;Apartamento
Conjunto Comercial/Sala;São Conrado;0;1;0;33;1800.0;726.0;238.0;83.76;Apartamento
Apartamento;Flamengo;4;1;1;160;4900.0;2808.0;;;Apartamento
Conjunto Comercial/Sala;Botafogo;0;7;0;350;30000.0;5600.0;;;Apartamento
Apartamento;Campo Grande;2;1;1;58;600.0;300.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;114;1800.0;1900.0;295.0;35.04;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;2240;11000.0;;2200.0;;Apartamento
Apartamento;Engenho Novo;2;2;0;59;1100.0;273.0;;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;2;94;2500.0;610.0;;;Apartamento
Apartamento;Barra da Tijuca;4;3;4;333;14000.0;4500.0;1313.0;59.5;Apartamento
Casa Comercial;Méier;0;0;0;144;5000.0;;890.0;;Apartamento
