Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU;Valor m2;Tipo agregado
Conjunto Comercial/Sala;Centro;0;0;0;132;2000.0;1800.0;355.0;31.48;Apartamento
Quitinete;Botafogo;1;0;0;25;1500.0;530.0;30.0;82.4;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;40;800.0;617.0;83.0;37.5;Apartamento
Galpão/Depósito/Armazém;Rocha Miranda;0;0;0;1100;7000.0;;1175.0;;Apartamento
Apartamento;Barra da Tijuca;1;1;0;54;2500.0;1690.0;;;Apartamento
Apartamento;Barra da Tijuca;4;2;2;210;5000.0;2300.0;760.0;38.38;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;85;1600.0;704.0;146.0;28.82;Apartamento
Apartamento;Vila Isabel;2;0;1;90;900.0;200.0;45.0;12.72;Apartamento
Apartamento;Barra da Tijuca;4;3;2;220;7500.0;2750.0;650.0;49.55;Apartamento
Apartamento;Barra da Tijuca;3;0;0;118;3700.0;1350.0;413.0;46.3;Apartamento
Apartamento;Recreio dos Bandeirantes;4;3;4;202;3500.0;1300.0;550.0;26.49;Apartamento
Apartamento;Leblon;2;1;1;70;4200.0;1050.0;278.0;78.97;Apartamento
Apartamento;Ipanema;3;1;0;105;5400.0;1200.0;2000.0;81.9;Apartamento
Casa;Vargem Pequena;3;3;3;200;3500.0;260.0;;;Casa
Apartamento;Copacabana;2;0;0;79;2700.0;770.0;25.0;44.24;Apartamento
Apartamento;Rocha;2;1;0;51;750.0;624.0;16.0;27.25;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;10000.0;2600.0;6000.0;77.5;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;32;2000.0;318.0;181.0;78.09;Apartamento
Casa de Condomínio;Itanhangá;5;3;3;500;15000.0;1400.0;800.0;34.4;Apartamento
Apartamento;Gávea;3;0;1;120;2700.0;880.0;238.0;31.82;Apartamento
Casa de Vila;Vaz Lobo;2;0;0;40;650.0;120.0;;;Apartamento
Apartamento;Gávea;3;1;1;92;3800.0;938.0;322.0;55.0;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;1;0;30;1200.0;388.0;;;Apartamento
Apartamento;Tijuca;1;1;0;41;1300.0;496.0;24.0;44.39;Apartamento
Apartamento;Campo Grande;2;1;1;56;1300.0;495.0;;;Apartamento
Apartamento;Campo Grande;2;1;0;45;500.0;220.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;1595;79750.0;44181.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;0;0;360;45000.0;6100.0;5000.0;155.83;Apartamento
Apartamento;Urca;3;1;0;125;4200.0;1247.0;;;Apartamento
Apartamento;Campo Grande;3;0;0;68;800.0;270.0;;;Apartamento
Apartamento;Centro;1;0;0;20;800.0;338.0;20.0;57.9;Apartamento
Apartamento;Barra da Tijuca;4;2;1;115;2800.0;1800.0;250.0;42.17;Apartamento
Casa de Condomínio;Barra da Tijuca;7;10;5;773;15000.0;2900.0;2000.0;25.74;Apartamento
Apartamento;Copacabana;1;0;0;36;1500.0;550.0;;;Apartamento
Apartamento;Barra da Tijuca;4;3;3;240;15000.0;3751.0;555.0;80.44;Apartamento
Apartamento;Bancários;3;1;1;100;1600.0;250.0;80.0;19.3;Apartamento
Loft;Freguesia (Jacarepaguá);1;0;0;25;1000.0;200.0;;;Apartamento
Casa;Barra da Tijuca;4;4;4;550;18000.0;1550.0;1860.0;38.93;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;2;0;32;1500.0;991.0;233.0;85.12;Apartamento
Flat;Recreio dos Bandeirantes;1;1;0;55;2750.0;1300.0;200.0;77.27;Apartamento
Apartamento;Barra da Tijuca;4;3;1;187;5000.0;1742.0;498.0;38.72;Apartamento
Apartamento;Leblon;2;1;1;110;7500.0;1700.0;;;Apartamento
Casa de Condomínio;Barra da Tijuca;5;6;5;646;13000.0;1400.0;1643.0;24.83;Apartamento
Apartamento;Ipanema;3;2;1;140;5000.0;2500.0;600.0;57.86;Apartamento
Apartamento;Todos os Santos;2;1;0;70;1550.0;615.0;49.0;31.63;Apartamento
Apartamento;Barra da Tijuca;3;2;3;120;4000.0;1450.0;370.0;48.5;Apartamento
Apartamento;Botafogo;1;0;0;33;1500.0;500.0;29.0;61.48;Apartamento
Apartamento;Copacabana;3;2;0;210;6600.0;1300.0;296.0;39.03;Apartamento
Apartamento;Barra da Tijuca;2;1;1;78;1800.0;1300.0;110.0;41.15;Apartamento
Apartamento;Flamengo;3;1;1;140;3000.0;2300.0;380.0;40.57;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;75;2500.0;1800.0;180.0;59.73;Apartamento
Apartamento;Botafogo;3;2;1;135;5000.0;1650.0;280.0;51.33;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;1;105;1300.0;890.0;160.0;22.38;Apartamento
Apartamento;Campo Grande;2;1;0;50;600.0;200.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;581;29050.0;15687.0;;;Apartamento
Apartamento;Copacabana;2;2;1;78;3000.0;714.0;80.0;48.64;Apartamento
Apartamento;São Cristóvão;1;0;0;45;700.0;270.0;20.0;22.0;Apartamento
Apartamento;Lagoa;2;2;1;90;6500.0;2600.0;290.0;104.33;Apartamento
Apartamento;Copacabana;3;1;0;100;2800.0;1100.0;150.0;40.5;Apartamento
Casa de Condomínio;Vargem Grande;2;1;0;70;1800.0;320.0;;;Apartamento
Conjunto Comercial/Sala;Taquara;0;1;0;25;800.0;;560.0;;Apartamento
Apartamento;Lins de Vasconcelos;3;1;0;82;1000.0;580.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;45;1350.0;733.0;286.0;52.64;Apartamento
Apartamento;Barra da Tijuca;4;1;0;140;3500.0;1000.0;361.0;34.72;Apartamento
Quitinete;Copacabana;1;0;0;30;1400.0;440.0;30.0;62.33;Apartamento
Conjunto Comercial/Sala;Botafogo;0;4;0;273;25000.0;10310.0;1650.0;135.38;Apartamento
Galpão/Depósito/Armazém;Andaraí;0;0;0;770;10000.0;;;;Apartamento
Apartamento;São Conrado;2;1;1;83;3000.0;750.0;400.0;50.0;Apartamento
Conjunto Comercial/Sala;Pilares;0;1;0;22;500.0;420.0;;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;26;1000.0;400.0;;;Apartamento
Apartamento;Copacabana;1;0;1;51;2000.0;695.0;215.0;57.06;Apartamento
Prédio Inteiro;Barra da Tijuca;0;25;0;1059;170000.0;;16000.0;;Apartamento
Apartamento;Humaitá;3;0;0;88;2100.0;900.0;120.0;35.45;Apartamento
Conjunto Comercial/Sala;Madureira;0;0;0;26;560.0;;34.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;49;1300.0;833.0;70.0;44.96;Apartamento
Apartamento;Leblon;3;2;2;150;9500.0;2720.0;700.0;86.13;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;104;2000.0;940.0;210.0;30.29;Apartamento
Apartamento;Flamengo;2;0;0;100;3200.0;800.0;200.0;42.0;Apartamento
Apartamento;Catete;2;0;0;70;2300.0;300.0;;;Apartamento
Apartamento;Campo Grande;1;0;0;40;490.0;;;;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;2;1;83;2200.0;620.0;142.0;35.69;Apartamento
Apartamento;Ipanema;4;3;2;530;20000.0;13000.0;1200.0;64.53;Apartamento
Apartamento;Copacabana;3;0;0;100;2400.0;1250.0;157.0;38.07;Apartamento
Galpão/Depósito/Armazém;Pavuna;0;0;0;6975;139500.0;27900.0;8370.0;25.2;Apartamento
Apartamento;Senador Vasconcelos;2;1;1;60;1000.0;;;;Apartamento
Apartamento;Copacabana;1;0;0;38;2700.0;570.0;300.0;93.95;Apartamento
Apartamento;Barra da Tijuca;3;2;1;116;3000.0;1480.0;3066.0;65.05;Apartamento
Apartamento;Tijuca;1;1;0;63;1400.0;590.0;55.0;32.46;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;160;11000.0;5376.0;592.0;106.05;Apartamento
Apartamento;Leblon;3;3;3;300;30000.0;4680.0;1263.0;119.81;Apartamento
Apartamento;Arpoador;2;1;1;161;4500.0;1581.0;425.0;40.41;Apartamento
Prédio Inteiro;Leblon;0;0;0;490;72000.0;;2400.0;;Apartamento
Casa;Urca;0;1;0;150;6500.0;;1815.0;;Casa
Apartamento;Lagoa;3;2;1;145;9900.0;2950.0;450.0;91.72;Apartamento
Apartamento;Méier;3;1;1;120;2000.0;796.0;172.0;24.73;Apartamento
Loja/Salão;Barra da Tijuca;0;5;0;175;4000.0;4500.0;600.0;52.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;22;1000.0;550.0;56.0;73.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;1;0;23;480.0;370.0;75.0;40.22;Apartamento
Apartamento;Campo Grande;2;1;0;48;750.0;;;;Apartamento
Apartamento;Irajá;2;0;0;43;600.0;235.0;;;Apartamento
Apartamento;Jacarepaguá;2;1;0;48;900.0;300.0;11.0;25.23;Apartamento
Conjunto Comercial/Sala;Pechincha;0;1;0;21;900.0;602.0;;;Apartamento
Apartamento;Copacabana;3;0;0;117;3900.0;1126.0;208.0;44.74;Apartamento
Apartamento;Copacabana;3;1;0;92;2380.0;1100.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;1300.0;640.0;220.0;80.0;Apartamento
Apartamento;Copacabana;3;1;0;130;3400.0;1500.0;320.0;40.15;Apartamento
Conjunto Comercial/Sala;Copacabana;0;1;0;40;1400.0;560.0;257.0;55.42;Apartamento
Apartamento;Méier;3;1;0;78;1000.0;650.0;700.0;30.13;Apartamento
Loja/Salão;Botafogo;0;0;0;585;60000.0;;;;Apartamento
Apartamento;Laranjeiras;3;1;1;260;7700.0;2000.0;800.0;40.38;Apartamento
Apartamento;Ipanema;3;1;1;120;7000.0;2200.0;387.0;79.89;Apartamento
Apartamento;São Conrado;4;3;2;280;11500.0;3800.0;1500.0;60.0;Apartamento
Apartamento;Copacabana;3;0;1;120;3400.0;1400.0;230.0;41.92;Apartamento
Casa;Joá;4;2;1;500;10000.0;1600.0;;;Casa
Conjunto Comercial/Sala;Ipanema;0;0;0;40;2200.0;600.0;413.0;80.32;Apartamento
Apartamento;Flamengo;3;1;3;220;8500.0;1500.0;700.0;48.64;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;60;850.0;912.0;148.0;31.83;Apartamento
Apartamento;Tijuca;2;1;0;64;1850.0;536.0;86.0;38.62;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;27;799.0;700.0;;;Apartamento
Apartamento;Leblon;4;5;2;205;17000.0;6000.0;935.0;116.76;Apartamento
Conjunto Comercial/Sala;Centro;0;3;0;579;46335.0;8688.0;;;Apartamento
Casa de Condomínio;Camorim;5;3;3;494;5000.0;380.0;2748.0;16.45;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;2200.0;528.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;48;1800.0;;;;Apartamento
Apartamento;Engenho Novo;2;0;0;78;1300.0;;16.0;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;375;18500.0;6340.0;2022.0;71.63;Apartamento
Prédio Inteiro;Campo Grande;0;0;0;400;12000.0;;;;Apartamento
Apartamento;Copacabana;1;0;0;40;3500.0;1750.0;30.0;132.0;Apartamento
Apartamento;Copacabana;3;1;1;125;5000.0;1390.0;200.0;52.72;Apartamento
Apartamento;Curicica;1;0;0;45;950.0;150.0;;;Apartamento
Conjunto Comercial/Sala;Recreio dos Bandeirantes;0;1;0;23;1200.0;1000.0;;;Apartamento
Apartamento;Copacabana;2;0;0;80;3200.0;791.0;114.0;51.31;Apartamento
Casa Comercial;Recreio dos Bandeirantes;5;3;3;360;15000.0;;;;Apartamento
Loja/Salão;Botafogo;0;0;0;70;7000.0;;100.0;;Apartamento
Prédio Inteiro;Cidade Nova;0;4;0;2100;60000.0;;2400.0;;Apartamento
Conjunto Comercial/Sala;Curicica;0;2;0;46;500.0;1600.0;;;Apartamento
Apartamento;Flamengo;4;1;2;220;5000.0;1500.0;389.0;31.31;Apartamento
Apartamento;Centro;1;0;0;30;900.0;415.0;23.0;44.6;Apartamento
Apartamento;Copacabana;1;0;0;21;2000.0;;;;Apartamento
Conjunto Comercial/Sala;Abolição;0;0;0;199;3000.0;;608.0;;Apartamento
Apartamento;São Conrado;4;2;1;220;5550.0;2125.0;3450.0;50.57;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;160;2500.0;1120.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;35;700.0;690.0;84.0;42.11;Apartamento
Apartamento;Copacabana;2;2;1;90;4700.0;1100.0;330.0;68.11;Apartamento
Apartamento;Jardim Guanabara;5;2;4;317;3900.0;550.0;457.0;15.48;Apartamento
Casa;Barra da Tijuca;4;2;2;332;8000.0;510.0;638.0;27.55;Casa
Apartamento;Camorim;3;1;0;68;1100.0;418.0;35.0;22.84;Apartamento
Apartamento;Botafogo;2;1;0;75;2100.0;500.0;126.0;36.35;Apartamento
Apartamento;Ipanema;4;2;1;240;14700.0;3388.0;1370.0;81.08;Apartamento
Apartamento;Irajá;3;1;0;125;1410.0;275.0;;;Apartamento
Apartamento;Copacabana;3;0;2;130;4500.0;950.0;1900.0;56.54;Apartamento
Galpão/Depósito/Armazém;Campo Grande;0;0;0;316;5000.0;;430.0;;Apartamento
Conjunto Comercial/Sala;Curicica;0;0;0;21;800.0;544.0;;;Apartamento
Quitinete;Copacabana;1;0;0;33;1500.0;565.0;30.0;63.48;Apartamento
Casa de Condomínio;Barra da Tijuca;4;2;1;519;6500.0;1100.0;1096.0;16.76;Apartamento
Casa;Pavuna;2;1;0;70;800.0;;;;Casa
Apartamento;Pechincha;3;1;1;67;1600.0;650.0;89.0;34.91;Apartamento
Apartamento;Flamengo;3;1;0;82;2800.0;580.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;85;2100.0;1200.0;168.0;40.8;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;77;1200.0;480.0;74.0;22.78;Apartamento
Apartamento;Copacabana;2;0;0;150;6000.0;;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;24;1500.0;618.0;1491.0;150.38;Apartamento
Apartamento;Barra da Tijuca;2;1;1;100;4500.0;3000.0;;;Apartamento
Loja/Salão;Barra da Tijuca;0;1;0;49;3000.0;864.0;;;Apartamento
Apartamento;Laranjeiras;3;1;1;130;4500.0;1600.0;180.0;48.31;Apartamento
Apartamento;Lagoa;3;2;1;134;5000.0;1810.0;624.0;55.48;Apartamento
Prédio Inteiro;Cacuia;0;0;0;414;6200.0;;;;Apartamento
Conjunto Comercial/Sala;Catete;0;7;0;654;55590.0;13080.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;22;800.0;406.0;106.0;59.64;Apartamento
Apartamento;Barra da Tijuca;1;2;1;71;2100.0;1730.0;160.0;56.2;Apartamento
Apartamento;Jardim Guanabara;2;1;0;87;1150.0;570.0;;;Apartamento
Apartamento;São Conrado;2;1;0;80;3000.0;1050.0;;;Apartamento
Prédio Inteiro;Barra da Tijuca;0;7;0;977;44009.0;;10000.0;;Apartamento
Apartamento;Laranjeiras;2;0;0;73;2000.0;650.0;125.0;38.01;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;95;2000.0;1260.0;320.0;37.68;Apartamento
Apartamento;Leblon;4;2;1;155;6500.0;1100.0;4100.0;75.48;Apartamento
Apartamento;Barra da Tijuca;3;1;1;93;2800.0;1431.0;272.0;48.42;Apartamento
Apartamento;Barra da Tijuca;3;1;0;120;3250.0;1650.0;180.0;42.33;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;42;1000.0;1110.0;201.0;55.02;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;31;1300.0;;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;25;600.0;350.0;75.0;41.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;800.0;636.0;84.0;50.67;Apartamento
Apartamento;Grajaú;2;1;1;70;2100.0;920.0;150.0;45.29;Apartamento
Conjunto Comercial/Sala;Glória;0;16;0;1672;300882.0;45132.0;10698.0;213.34;Apartamento
Apartamento;Ipanema;1;1;0;57;2970.0;880.0;129.0;69.81;Apartamento
Conjunto Comercial/Sala;Jardim Botânico;0;6;0;420;39000.0;15527.0;3481.0;138.11;Apartamento
Conjunto Comercial/Sala;Campo Grande;0;0;0;30;1200.0;250.0;;;Apartamento
Apartamento;Copacabana;1;0;0;52;3500.0;2055.0;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;7;0;232;8500.0;6000.0;120.0;63.02;Apartamento
Apartamento;Copacabana;4;3;2;403;12000.0;3350.0;1973.0;42.99;Apartamento
Apartamento;Copacabana;1;0;0;35;3000.0;;;;Apartamento
Apartamento;Anil;3;2;3;77;3000.0;607.0;;;Apartamento
Casa de Condomínio;Recreio dos Bandeirantes;4;4;2;600;30000.0;1100.0;13999.0;75.17;Apartamento
Apartamento;Campo Grande;3;1;0;90;2000.0;755.0;;;Apartamento
Apartamento;Centro;1;1;0;46;1100.0;560.0;490.0;46.74;Apartamento
Apartamento;Botafogo;3;1;0;101;5100.0;1310.0;;;Apartamento
Apartamento;Copacabana;3;1;1;90;3200.0;1193.0;118.0;50.12;Apartamento
Apartamento;Recreio dos Bandeirantes;2;0;1;80;2200.0;780.0;200.0;39.75;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;54;2000.0;509.0;;;Apartamento
Quitinete;Flamengo;1;0;0;25;1300.0;451.0;30.0;71.24;Apartamento
Apartamento;Recreio dos Bandeirantes;3;1;1;87;2300.0;750.0;138.0;36.64;Apartamento
Box/Garagem;Copacabana;0;0;0;0;370.0;;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;605;30000.0;5679.0;2265.0;62.72;Apartamento
Apartamento;Recreio dos Bandeirantes;1;1;0;77;1900.0;471.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;94;2500.0;1300.0;3100.0;73.4;Apartamento
Apartamento;Ipanema;4;2;2;321;15000.0;2020.0;1000.0;56.14;Apartamento
Loja/Salão;Barra da Tijuca;0;4;0;202;7500.0;4300.0;3370.0;75.1;Apartamento
Conjunto Comercial/Sala;Tijuca;0;0;0;22;1300.0;500.0;84.0;85.64;Apartamento
Apartamento;Jacarepaguá;2;1;0;50;800.0;490.0;39.0;26.58;Apartamento
Apartamento;Barra da Tijuca;2;2;2;131;1800.0;1605.0;393.0;28.99;Apartamento
Apartamento;Flamengo;2;0;0;70;2400.0;739.0;136.0;46.79;Apartamento
Apartamento;Flamengo;4;1;2;360;5000.0;2200.0;6236.0;37.32;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;3;200;3950.0;1100.0;450.0;27.5;Apartamento
Apartamento;Botafogo;1;0;1;100;3700.0;;;;Apartamento
Quitinete;Flamengo;1;0;0;20;2500.0;650.0;29.0;158.95;Apartamento
Casa;Laranjeiras;5;2;2;300;7000.0;290.0;500.0;25.97;Casa
Loja/Salão;Ribeira;0;0;0;40;2200.0;;164.0;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;2;1;90;3300.0;1250.0;1047.0;62.19;Apartamento
Quitinete;Ipanema;1;0;0;37;1800.0;400.0;70.0;61.35;Apartamento
Apartamento;Tanque;3;1;1;78;1500.0;688.0;;;Apartamento
Apartamento;Urca;3;1;0;250;6000.0;2200.0;;;Apartamento
Loja/Salão;Flamengo;0;0;0;75;5000.0;;514.0;;Apartamento
Prédio Inteiro;São Cristóvão;0;30;0;5700;330000.0;;;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;6;0;219;15000.0;7420.0;1670.0;110.0;Apartamento
Conjunto Comercial/Sala;Botafogo;0;3;0;139;13294.0;4176.0;;;Apartamento
Apartamento;Ipanema;1;0;0;240;20000.0;5078.0;11453.0;152.21;Apartamento
Apartamento;Bonsucesso;2;1;0;90;1300.0;;;;Apartamento
Apartamento;São Conrado;2;2;1;115;4200.0;2200.0;250.0;57.83;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;25;1000.0;359.0;161.0;60.8;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;38;1650.0;1043.0;400.0;81.39;Apartamento
Apartamento;Barra da Tijuca;3;3;0;130;6500.0;2810.0;700.0;77.0;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;86;2100.0;850.0;160.0;36.16;Apartamento
Apartamento;São Francisco Xavier;2;1;1;64;1100.0;623.0;55.0;27.78;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;130;5500.0;2400.0;360.0;63.54;Apartamento
Apartamento;São Conrado;2;2;1;96;3500.0;1000.0;200.0;48.96;Apartamento
Apartamento;Cascadura;2;1;0;65;780.0;452.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;55;1100.0;850.0;140.0;38.0;Apartamento
Apartamento;Barra da Tijuca;1;1;0;50;1700.0;1000.0;150.0;57.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;216;4000.0;386.0;720.0;23.64;Apartamento
Apartamento;Copacabana;1;0;0;56;1100.0;920.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;841;159963.0;31673.0;;;Apartamento
Apartamento;Barra da Tijuca;2;1;1;88;2200.0;1413.0;230.0;43.67;Apartamento
Apartamento;Recreio dos Bandeirantes;2;1;1;77;1600.0;770.0;108.0;32.18;Apartamento
Apartamento;Ipanema;3;1;1;170;7900.0;2600.0;;;Apartamento
Apartamento;Botafogo;3;1;2;82;4400.0;1100.0;240.0;70.0;Apartamento
Apartamento;Cachambi;2;0;0;74;900.0;295.0;13.0;16.32;Apartamento
Apartamento;Barra da Tijuca;4;3;4;240;8000.0;4877.0;1114.0;58.3;Apartamento
Apartamento;Pavuna;1;1;0;50;600.0;;;;Apartamento
Apartamento;Campo Grande;2;0;0;60;1100.0;300.0;;;Apartamento
Apartamento;São Conrado;2;1;2;83;2700.0;739.0;;;Apartamento
Conjunto Comercial/Sala;Copacabana;0;0;0;60;700.0;;;;Apartamento
Loja/Salão;Vila Isabel;0;0;0;66;6000.0;;232.0;;Apartamento
Apartamento;Catete;1;0;0;22;900.0;446.0;;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;2;1;85;1500.0;675.0;;;Apartamento
Apartamento;Cosmos;2;1;0;65;600.0;225.0;;;Apartamento
Apartamento;Vila Isabel;2;1;0;60;1200.0;450.0;77.0;28.78;Apartamento
Apartamento;Lagoa;3;2;3;265;19000.0;4398.0;1416.0;93.64;Apartamento
Casa de Condomínio;Barra da Tijuca;4;0;4;869;24000.0;2214.0;2376.0;32.9;Apartamento
Apartamento;Barra da Tijuca;3;3;2;240;15000.0;4189.0;1000.0;84.12;Apartamento
Apartamento;Flamengo;1;0;0;44;1500.0;661.0;26.0;49.7;Apartamento
Apartamento;Barra da Tijuca;3;2;1;126;4800.0;1800.0;4000.0;84.13;Apartamento
Loja/Salão;Ipanema;0;0;0;188;50000.0;;;;Apartamento
Loja/Salão;Tijuca;0;0;0;404;10000.0;;2784.0;;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;31;2500.0;1580.0;880.0;160.0;Apartamento
Conjunto Comercial/Sala;Jacarepaguá;0;0;0;22;2200.0;600.0;;;Apartamento
Loja/Salão;Ipanema;0;0;0;78;12000.0;;1100.0;;Apartamento
Loja/Salão;Tijuca;0;0;0;28;1200.0;514.0;83.0;64.18;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;68;1500.0;650.0;63.0;32.54;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;90;1700.0;759.0;106.0;28.5;Apartamento
Conjunto Comercial/Sala;Taquara;0;1;0;36;900.0;520.0;560.0;55.0;Apartamento
Apartamento;Leblon;3;1;1;115;5000.0;700.0;400.0;53.04;Apartamento
Apartamento;Ipanema;2;0;0;76;3800.0;1200.0;;;Apartamento
Apartamento;Pechincha;3;1;1;107;1600.0;900.0;164.0;24.9;Apartamento
Apartamento;Tijuca;2;1;0;90;1700.0;746.0;100.0;28.29;Apartamento
Galpão/Depósito/Armazém;Cordovil;0;5;0;320;4500.0;;272.0;;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;1;0;79;1600.0;735.0;74.0;30.49;Apartamento
Apartamento;Copacabana;3;3;2;207;8000.0;1500.0;620.0;48.89;Apartamento
Apartamento;Bonsucesso;2;0;0;49;850.0;250.0;;;Apartamento
Quitinete;Leblon;1;0;0;30;1800.0;500.0;30.0;77.67;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;350;14000.0;4500.0;788.0;55.11;Apartamento
Apartamento;Ipanema;1;0;0;40;2800.0;653.0;103.0;88.9;Apartamento
Apartamento;Flamengo;3;0;0;120;3500.0;1100.0;;;Apartamento
Apartamento;Tijuca;2;1;0;72;1700.0;448.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;30;650.0;428.0;84.0;38.73;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;70;2000.0;1800.0;190.0;57.0;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;342;10000.0;4500.0;1200.0;45.91;Apartamento
Conjunto Comercial/Sala;Botafogo;0;4;0;245;12500.0;9500.0;1980.0;97.88;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;45;5000.0;1347.0;198.0;145.44;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;150;1800.0;2250.0;611.0;31.07;Apartamento
Apartamento;Barra da Tijuca;2;1;1;184;3000.0;1650.0;264.0;26.71;Apartamento
Apartamento;Laranjeiras;1;0;1;90;3300.0;1490.0;100.0;54.33;Apartamento
Conjunto Comercial/Sala;Glória;0;9;0;320;15000.0;10100.0;1850.0;84.22;Apartamento
Apartamento;Freguesia (Jacarepaguá);3;1;1;86;1800.0;585.0;142.0;29.38;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;120;2000.0;3673.0;550.0;51.86;Apartamento
Apartamento;Copacabana;3;1;0;190;9500.0;2000.0;2000.0;71.05;Apartamento
Apartamento;Freguesia (Jacarepaguá);2;0;0;75;1200.0;663.0;;;Apartamento
Apartamento;Recreio dos Bandeirantes;3;3;1;317;2500.0;1349.0;;;Apartamento
Galpão/Depósito/Armazém;Bonsucesso;0;0;0;750;11000.0;;5327.0;;Apartamento
Casa;Bonsucesso;1;0;0;30;650.0;;;;Casa
Apartamento;Copacabana;1;0;1;62;1700.0;764.0;129.0;41.82;Apartamento
Apartamento;Santa Teresa;3;1;0;77;1750.0;542.0;34.0;30.21;Apartamento
Casa;Santa Teresa;1;0;0;35;1000.0;50.0;;;Casa
Conjunto Comercial/Sala;Barra da Tijuca;0;0;0;30;2000.0;630.0;;;Apartamento
Conjunto Comercial/Sala;Centro;0;0;0;27;600.0;295.0;137.0;38.22;Apartamento
Apartamento;Copacabana;2;0;0;90;2100.0;800.0;97.0;33.3;Apartamento
Conjunto Comercial/Sala;Barra da Tijuca;0;1;0;50;800.0;770.0;;;Apartamento
Apartamento;Botafogo;2;0;0;80;2500.0;1100.0;;;Apartamento
Apartamento;Humaitá;2;0;0;68;2200.0;590.0;120.0;42.79;Apartamento
Loja/Salão;Botafogo;0;0;0;107;7000.0;230.0;803.0;75.07;Apartamento
Apartamento;Leblon;3;1;2;120;5500.0;2500.0;290.0;69.08;Apartamento
Apartamento;Tijuca;1;1;0;31;1300.0;530.0;25.0;59.84;Apartamento
